label,y,file,window_start_s
normal_good,0,19960f9c-0917-4512-ac89-4c03f7f2fc47.ulg,80.0
normal_good,0,19960f9c-0917-4512-ac89-4c03f7f2fc47.ulg,96.0
normal_good,0,19960f9c-0917-4512-ac89-4c03f7f2fc47.ulg,112.0
normal_good,0,19d2c29d-d007-4c0a-ac01-945ac06efd22.ulg,0.0
normal_good,0,19d2c29d-d007-4c0a-ac01-945ac06efd22.ulg,16.0
normal_good,0,19d2c29d-d007-4c0a-ac01-945ac06efd22.ulg,32.0
normal_good,0,19d2fb7c-dce5-4e9f-b93c-3bad0dd46fae.ulg,0.0
normal_good,0,1aee205d-135e-48a2-a766-fb0c4cc99448.ulg,0.0
normal_good,0,1c374699-3f80-494e-906d-063f2b405b08.ulg,0.0
normal_good,0,1c374699-3f80-494e-906d-063f2b405b08.ulg,16.0
normal_good,0,1c374699-3f80-494e-906d-063f2b405b08.ulg,32.0
normal_good,0,1c374699-3f80-494e-906d-063f2b405b08.ulg,48.0
normal_good,0,1c374699-3f80-494e-906d-063f2b405b08.ulg,64.0
normal_good,0,1c3f21b5-1b69-4117-8032-b970050abc66.ulg,0.0
normal_good,0,1c3f21b5-1b69-4117-8032-b970050abc66.ulg,16.0
normal_good,0,1d3a18d4-3c9f-4e49-9b96-2b330fe6a21b.ulg,0.0
normal_good,0,1d3a18d4-3c9f-4e49-9b96-2b330fe6a21b.ulg,16.0
normal_good,0,1d3a18d4-3c9f-4e49-9b96-2b330fe6a21b.ulg,32.0
normal_good,0,1f6cfcb0-1e3d-4219-8bc0-e907f46fb93f.ulg,0.0
normal_good,0,1f6cfcb0-1e3d-4219-8bc0-e907f46fb93f.ulg,16.0
normal_good,0,1f6cfcb0-1e3d-4219-8bc0-e907f46fb93f.ulg,32.0
normal_good,0,1f6cfcb0-1e3d-4219-8bc0-e907f46fb93f.ulg,48.0
normal_good,0,1f6cfcb0-1e3d-4219-8bc0-e907f46fb93f.ulg,64.0
normal_good,0,1f6cfcb0-1e3d-4219-8bc0-e907f46fb93f.ulg,80.0
normal_good,0,1f6cfcb0-1e3d-4219-8bc0-e907f46fb93f.ulg,96.0
normal_good,0,1f6cfcb0-1e3d-4219-8bc0-e907f46fb93f.ulg,112.0
normal_good,0,1f6cfcb0-1e3d-4219-8bc0-e907f46fb93f.ulg,128.0
normal_good,0,1f6cfcb0-1e3d-4219-8bc0-e907f46fb93f.ulg,144.0
normal_good,0,1f6cfcb0-1e3d-4219-8bc0-e907f46fb93f.ulg,160.0
normal_good,0,1f6cfcb0-1e3d-4219-8bc0-e907f46fb93f.ulg,176.0
normal_good,0,1f6cfcb0-1e3d-4219-8bc0-e907f46fb93f.ulg,192.0
normal_good,0,1f6cfcb0-1e3d-4219-8bc0-e907f46fb93f.ulg,208.0
normal_good,0,1f6cfcb0-1e3d-4219-8bc0-e907f46fb93f.ulg,224.0
normal_good,0,20467322-4006-4d9b-b6cd-463e2272fa3e.ulg,0.0
normal_good,0,20877cb1-6949-4813-8e25-30ce7d3a8d48.ulg,0.0
normal_good,0,20877cb1-6949-4813-8e25-30ce7d3a8d48.ulg,16.0
normal_good,0,20877cb1-6949-4813-8e25-30ce7d3a8d48.ulg,32.0
normal_good,0,20877cb1-6949-4813-8e25-30ce7d3a8d48.ulg,48.0
normal_good,0,20877cb1-6949-4813-8e25-30ce7d3a8d48.ulg,64.0
normal_good,0,20877cb1-6949-4813-8e25-30ce7d3a8d48.ulg,80.0
normal_good,0,20877cb1-6949-4813-8e25-30ce7d3a8d48.ulg,96.0
normal_good,0,20877cb1-6949-4813-8e25-30ce7d3a8d48.ulg,112.0
normal_good,0,20877cb1-6949-4813-8e25-30ce7d3a8d48.ulg,128.0
normal_good,0,20877cb1-6949-4813-8e25-30ce7d3a8d48.ulg,144.0
normal_good,0,20877cb1-6949-4813-8e25-30ce7d3a8d48.ulg,160.0
normal_good,0,21d72038-ba58-4299-a6d9-a7e543ace4d0.ulg,0.0
normal_good,0,21d72038-ba58-4299-a6d9-a7e543ace4d0.ulg,16.0
normal_good,0,21d72038-ba58-4299-a6d9-a7e543ace4d0.ulg,32.0
normal_good,0,21d72038-ba58-4299-a6d9-a7e543ace4d0.ulg,48.0
normal_good,0,2216828d-2fb5-40b0-afd7-d8cb8f536be9.ulg,0.0
normal_good,0,2216828d-2fb5-40b0-afd7-d8cb8f536be9.ulg,16.0
normal_good,0,2216828d-2fb5-40b0-afd7-d8cb8f536be9.ulg,32.0
normal_good,0,2216828d-2fb5-40b0-afd7-d8cb8f536be9.ulg,48.0
normal_good,0,22f36b0b-d2a2-4a8d-918e-3d8c4de6b8c4.ulg,0.0
normal_good,0,22f36b0b-d2a2-4a8d-918e-3d8c4de6b8c4.ulg,16.0
normal_good,0,22f36b0b-d2a2-4a8d-918e-3d8c4de6b8c4.ulg,32.0
normal_good,0,22f36b0b-d2a2-4a8d-918e-3d8c4de6b8c4.ulg,48.0
normal_good,0,22f36b0b-d2a2-4a8d-918e-3d8c4de6b8c4.ulg,64.0
normal_good,0,22f36b0b-d2a2-4a8d-918e-3d8c4de6b8c4.ulg,80.0
normal_good,0,22f36b0b-d2a2-4a8d-918e-3d8c4de6b8c4.ulg,96.0
normal_good,0,22f36b0b-d2a2-4a8d-918e-3d8c4de6b8c4.ulg,112.0
normal_good,0,2348c673-a441-48a0-ba48-40583c381c99.ulg,0.0
normal_good,0,2348c673-a441-48a0-ba48-40583c381c99.ulg,16.0
normal_good,0,2348c673-a441-48a0-ba48-40583c381c99.ulg,32.0
normal_good,0,2348c673-a441-48a0-ba48-40583c381c99.ulg,48.0
normal_good,0,2348c673-a441-48a0-ba48-40583c381c99.ulg,64.0
normal_good,0,2348c673-a441-48a0-ba48-40583c381c99.ulg,80.0
normal_good,0,2348c673-a441-48a0-ba48-40583c381c99.ulg,96.0
normal_good,0,2348c673-a441-48a0-ba48-40583c381c99.ulg,112.0
normal_good,0,2348c673-a441-48a0-ba48-40583c381c99.ulg,128.0
normal_good,0,2348c673-a441-48a0-ba48-40583c381c99.ulg,144.0
normal_good,0,2348c673-a441-48a0-ba48-40583c381c99.ulg,160.0
normal_good,0,2348c673-a441-48a0-ba48-40583c381c99.ulg,176.0
normal_good,0,2348c673-a441-48a0-ba48-40583c381c99.ulg,192.0
normal_good,0,2348c673-a441-48a0-ba48-40583c381c99.ulg,208.0
normal_good,0,2348c673-a441-48a0-ba48-40583c381c99.ulg,224.0
normal_good,0,23a48643-15dc-4f32-a4d0-ab0edb5f694b.ulg,0.0
normal_good,0,23a48643-15dc-4f32-a4d0-ab0edb5f694b.ulg,16.0
normal_good,0,242fd393-8c00-4d28-9b92-066511083d8f.ulg,0.0
normal_good,0,248d2db6-3972-48a1-9b22-66a75c8c95fe.ulg,0.0
normal_good,0,248d2db6-3972-48a1-9b22-66a75c8c95fe.ulg,16.0
normal_good,0,248d2db6-3972-48a1-9b22-66a75c8c95fe.ulg,32.0
normal_good,0,248d2db6-3972-48a1-9b22-66a75c8c95fe.ulg,48.0
normal_good,0,248d2db6-3972-48a1-9b22-66a75c8c95fe.ulg,64.0
unsatisfactory,1,009441e0-ccf0-4682-8a71-37102de8d856.ulg,0.0
unsatisfactory,1,009441e0-ccf0-4682-8a71-37102de8d856.ulg,16.0
unsatisfactory,1,009441e0-ccf0-4682-8a71-37102de8d856.ulg,32.0
unsatisfactory,1,009441e0-ccf0-4682-8a71-37102de8d856.ulg,48.0
unsatisfactory,1,009441e0-ccf0-4682-8a71-37102de8d856.ulg,64.0
unsatisfactory,1,01283784-2497-48e2-9a79-e1f7473c0df3.ulg,0.0
unsatisfactory,1,01283784-2497-48e2-9a79-e1f7473c0df3.ulg,16.0
unsatisfactory,1,01283784-2497-48e2-9a79-e1f7473c0df3.ulg,32.0
unsatisfactory,1,01283784-2497-48e2-9a79-e1f7473c0df3.ulg,48.0
unsatisfactory,1,01283784-2497-48e2-9a79-e1f7473c0df3.ulg,64.0
unsatisfactory,1,01283784-2497-48e2-9a79-e1f7473c0df3.ulg,80.0
unsatisfactory,1,01283784-2497-48e2-9a79-e1f7473c0df3.ulg,96.0
unsatisfactory,1,01283784-2497-48e2-9a79-e1f7473c0df3.ulg,112.0
unsatisfactory,1,01283784-2497-48e2-9a79-e1f7473c0df3.ulg,128.0
unsatisfactory,1,01283784-2497-48e2-9a79-e1f7473c0df3.ulg,144.0
unsatisfactory,1,01283784-2497-48e2-9a79-e1f7473c0df3.ulg,160.0
unsatisfactory,1,01bfce2f-2418-4ee7-a51d-478061267f93.ulg,0.0
unsatisfactory,1,03ea6e04-2618-45dc-ac82-4f20dd6f7c91.ulg,0.0
unsatisfactory,1,03ea6e04-2618-45dc-ac82-4f20dd6f7c91.ulg,16.0
unsatisfactory,1,03ea6e04-2618-45dc-ac82-4f20dd6f7c91.ulg,32.0
unsatisfactory,1,03ea6e04-2618-45dc-ac82-4f20dd6f7c91.ulg,48.0
unsatisfactory,1,03ea6e04-2618-45dc-ac82-4f20dd6f7c91.ulg,64.0
unsatisfactory,1,03ea6e04-2618-45dc-ac82-4f20dd6f7c91.ulg,80.0
unsatisfactory,1,087a205e-bba8-47fd-8f18-ebefd8ba4b7e.ulg,0.0
unsatisfactory,1,087a205e-bba8-47fd-8f18-ebefd8ba4b7e.ulg,16.0
unsatisfactory,1,087a205e-bba8-47fd-8f18-ebefd8ba4b7e.ulg,32.0
unsatisfactory,1,087a205e-bba8-47fd-8f18-ebefd8ba4b7e.ulg,48.0
unsatisfactory,1,087a205e-bba8-47fd-8f18-ebefd8ba4b7e.ulg,64.0
unsatisfactory,1,087a205e-bba8-47fd-8f18-ebefd8ba4b7e.ulg,80.0
unsatisfactory,1,087a205e-bba8-47fd-8f18-ebefd8ba4b7e.ulg,96.0
unsatisfactory,1,087a205e-bba8-47fd-8f18-ebefd8ba4b7e.ulg,112.0
unsatisfactory,1,087a205e-bba8-47fd-8f18-ebefd8ba4b7e.ulg,128.0
unsatisfactory,1,087a205e-bba8-47fd-8f18-ebefd8ba4b7e.ulg,144.0
unsatisfactory,1,0c236820-f7a5-4e86-8cf2-85e0665af6c8.ulg,0.0
unsatisfactory,1,0fb584d4-2b83-4738-9516-76c80ffb0800.ulg,0.0
unsatisfactory,1,0fb584d4-2b83-4738-9516-76c80ffb0800.ulg,16.0
unsatisfactory,1,0fb584d4-2b83-4738-9516-76c80ffb0800.ulg,32.0
unsatisfactory,1,0fb584d4-2b83-4738-9516-76c80ffb0800.ulg,48.0
unsatisfactory,1,0fb584d4-2b83-4738-9516-76c80ffb0800.ulg,64.0
unsatisfactory,1,0fb584d4-2b83-4738-9516-76c80ffb0800.ulg,80.0
unsatisfactory,1,0fb584d4-2b83-4738-9516-76c80ffb0800.ulg,96.0
unsatisfactory,1,0fb584d4-2b83-4738-9516-76c80ffb0800.ulg,112.0
unsatisfactory,1,0fb584d4-2b83-4738-9516-76c80ffb0800.ulg,128.0
unsatisfactory,1,0fb584d4-2b83-4738-9516-76c80ffb0800.ulg,144.0
unsatisfactory,1,0fb584d4-2b83-4738-9516-76c80ffb0800.ulg,160.0
unsatisfactory,1,0fb584d4-2b83-4738-9516-76c80ffb0800.ulg,176.0
unsatisfactory,1,0fb584d4-2b83-4738-9516-76c80ffb0800.ulg,192.0
unsatisfactory,1,0fb584d4-2b83-4738-9516-76c80ffb0800.ulg,208.0
unsatisfactory,1,0fb584d4-2b83-4738-9516-76c80ffb0800.ulg,224.0
unsatisfactory,1,10a18ad4-dd80-474c-806f-15fd2fd0758e.ulg,0.0
unsatisfactory,1,10a18ad4-dd80-474c-806f-15fd2fd0758e.ulg,16.0
unsatisfactory,1,10a18ad4-dd80-474c-806f-15fd2fd0758e.ulg,32.0
unsatisfactory,1,10a18ad4-dd80-474c-806f-15fd2fd0758e.ulg,48.0
unsatisfactory,1,128ee649-1a33-4340-a8e4-5bf3294e8d70.ulg,0.0
unsatisfactory,1,128ee649-1a33-4340-a8e4-5bf3294e8d70.ulg,16.0
unsatisfactory,1,1888607a-ea44-4d3a-8b16-45ce501267cb.ulg,0.0
unsatisfactory,1,1888607a-ea44-4d3a-8b16-45ce501267cb.ulg,16.0
unsatisfactory,1,1888607a-ea44-4d3a-8b16-45ce501267cb.ulg,32.0
unsatisfactory,1,1888607a-ea44-4d3a-8b16-45ce501267cb.ulg,48.0
unsatisfactory,1,1888607a-ea44-4d3a-8b16-45ce501267cb.ulg,64.0
unsatisfactory,1,1888607a-ea44-4d3a-8b16-45ce501267cb.ulg,80.0
unsatisfactory,1,1888607a-ea44-4d3a-8b16-45ce501267cb.ulg,96.0
unsatisfactory,1,1888607a-ea44-4d3a-8b16-45ce501267cb.ulg,112.0
unsatisfactory,1,1888607a-ea44-4d3a-8b16-45ce501267cb.ulg,128.0
unsatisfactory,1,1bf7a352-97bf-4f64-9bcc-097a1db283c2.ulg,0.0
unsatisfactory,1,1bf7a352-97bf-4f64-9bcc-097a1db283c2.ulg,16.0
unsatisfactory,1,1d419e4d-82ae-4e97-a8a7-d7f1e88f85b3.ulg,0.0
unsatisfactory,1,1d419e4d-82ae-4e97-a8a7-d7f1e88f85b3.ulg,16.0
unsatisfactory,1,1d652f6e-e128-4a6b-a2a2-f4c4a74093b5.ulg,0.0
unsatisfactory,1,1d652f6e-e128-4a6b-a2a2-f4c4a74093b5.ulg,16.0
unsatisfactory,1,1d652f6e-e128-4a6b-a2a2-f4c4a74093b5.ulg,32.0
unsatisfactory,1,1d652f6e-e128-4a6b-a2a2-f4c4a74093b5.ulg,48.0
unsatisfactory,1,1d652f6e-e128-4a6b-a2a2-f4c4a74093b5.ulg,64.0
unsatisfactory,1,1d652f6e-e128-4a6b-a2a2-f4c4a74093b5.ulg,80.0
unsatisfactory,1,1d652f6e-e128-4a6b-a2a2-f4c4a74093b5.ulg,96.0
unsatisfactory,1,1d652f6e-e128-4a6b-a2a2-f4c4a74093b5.ulg,112.0
unsatisfactory,1,1d652f6e-e128-4a6b-a2a2-f4c4a74093b5.ulg,128.0
unsatisfactory,1,1d652f6e-e128-4a6b-a2a2-f4c4a74093b5.ulg,144.0
unsatisfactory,1,1ede8f70-3d61-46e5-b703-67c6b4735e01.ulg,0.0
unsatisfactory,1,1f448527-5c34-4906-9f64-f2566b4233a4.ulg,0.0
unsatisfactory,1,1f448527-5c34-4906-9f64-f2566b4233a4.ulg,16.0
unsatisfactory,1,1f448527-5c34-4906-9f64-f2566b4233a4.ulg,32.0
unsatisfactory,1,1f448527-5c34-4906-9f64-f2566b4233a4.ulg,48.0
unsatisfactory,1,1f448527-5c34-4906-9f64-f2566b4233a4.ulg,64.0
unsatisfactory,1,1f448527-5c34-4906-9f64-f2566b4233a4.ulg,80.0
